Predictor1,Predictor2,Predictor3,Predictor4,Predictor5,Predictor6,Predictor7,Predictor8,Predictor9,Predictor10,Target1,Target2
S1-I-TFJ-RTI1,BKNFF,Yze Cpbftcpo,B,O,PAY,W1,2,2,2,0,0
LD-I-IJU-QTF,BKNFI,Hltgpo,C,D,AXM,PH,1,1,3,0,0
XU-I-IFT-FRI1,BKNFI,Spwo,C,D,YMP,BY,3,1,5,0,0
ST-I-VGU-FRI3,BKNFH,Spwo,B,Q,YMP,WX,8,2,2,1,0
ZP-I-VIS-FRI2,BKNFI,Hltgpo,B,Q,YMP,DT,2,1,1,0,0
ST-I-SFJ-FRI6,BKNFH,Spwo,B,N,YMP,WX,1,1,3,0,0
OT-I-TFL-FRI3,BKNQG,Yze Cpbftcpo,B,O,YMP,SX,3,1,2,0,0
FW-I-JFH-FRI1,BKNDF,Yze Cpbftcpo,A,E,YMP,JA,3,1,2,0,0
NX-I-WIH-FRI2,BKNQH,Yze Cpbftcpo,A,R,YMP,RB,2,1,3,0,0
FY-I-VFH-RTI2,BKNDG,Yze Cpbftcpo,B,Q,PAY,JC,17,1,4,1,0
YB-I-VGR-RTI4,BKNDH,Yze Cpbftcpo,B,Q,PAY,CF,8,3,1,0,0
VF-I-DFG-FRI3,BKNRF,Spwo,B,Y,YMP,ZJ,8,1,6,0,0
P7-I-JFE-QTF,BKNFF,Yze Cpbftcpo,A,E,AXM,T7,2,1,1,0,0
GX-I-LFI-QTF,BKNQF,Yze Cpbftcpo,D,G,AXM,JO,1,1,3,1,0
YP-I-VHD-QTF,BKNFF,Hltgpo,B,Q,AXM,CT,4,1,1,0,0
LW-I-VGS-QTF,BKNFF,Spwo,C,Q,AXM,PA,7,1,5,1,0
UY-I-VFX-FRI9,BKNFI,Spwo,B,Q,YMP,YC,7,2,3,1,0
JC-I-LFI-QTF,BKNQF,Yze Cpbftcpo,D,G,AXM,JO,1,1,1,0,0
RT-I-HGS-FRI7,BKNQG,Yze Cpbftcpo,A,C,YMP,VX,1,1,1,0,0
JL-I-VIV-RTI1,BKNQF,Yze Cpbftcpo,B,Q,PAY,NP,3,2,3,0,1
JL-I-VKY-FRI3,BKNQF,Spwo,C,Q,YMP,NP,8,2,7,1,0
FY-I-LHX-QTF,BKNDG,Yze Cpbftcpo,B,G,AXM,JC,1,1,3,0,0
NV-I-VHJ-FRI2,BKNRF,Spwo,B,Q,YMP,RZ,7,2,2,1,1
UP-I-SFU-FRI10,BKNQH,Spwo,B,N,YMP,YT,91,10,4,1,0
UY-I-LFV-FRI1,BKNFI,Yze Cpbftcpo,B,G,YMP,YC,1,1,1,0,0
ST-I-VGQ-FRI3,BKNFH,Spwo,C,Q,YMP,WX,28,1,7,0,0
UG-I-VGT-FRI2,BKNQG,Spwo,D,Q,YMP,KL,3,2,2,0,0
PX-I-LIQ-RTI1,BKNDF,Yze Cpbftcpo,B,G,PAY,TB,2,1,1,0,0
NX-I-DFG-QTF,BKNQH,Spwo,C,Y,AXM,RB,24,3,9,0,0
HT-I-PGV-QTF,BKNDF,Yze Cpbftcpo,A,K,AXM,LX,1,1,2,0,0
KN-I-LFH-FRI5,BKNFH,Hltgpo,B,G,YMP,OR,1,1,2,0,0
IJ-I-SGG-FRI4,BKNFH,Spwo,B,N,YMP,MN,3,1,4,0,1
ZP-I-DFQ-FRI1,BKNFI,Spwo,B,Y,YMP,DT,4,1,1,1,0
PX-I-JFT-FRI2,BKNDF,Yze Cpbftcpo,A,E,YMP,TB,1,1,1,0,0
ST-I-DFO-QTF,BKNFH,Spwo,C,Y,AXM,WX,12,1,8,1,0
OT-I-LGH-FRI3,BKNQG,Yze Cpbftcpo,B,G,YMP,SX,3,2,1,0,0
UQ-I-VFZ-RTI2,BKNFG,Yze Cpbftcpo,B,Q,PAY,YU,2,1,1,0,1
FJ-I-VFP-FRI2,BKNRG,Spwo,B,Q,YMP,JN,16,6,4,0,0
UQ-I-LFG-RTI1,BKNFG,Yze Cpbftcpo,B,G,PAY,YU,1,1,2,1,0
LD-I-VGR-FRI4,BKNFI,Hltgpo,B,Q,YMP,PH,2,1,1,0,0
PX-I-LIE-QTF,BKNDF,Yze Cpbftcpo,B,G,AXM,TB,1,1,2,0,0
PX-I-LPW-QTF,BKNDF,Yze Cpbftcpo,B,G,AXM,TB,1,1,3,1,0
HS-I-VHE-FRI1,BKNDH,Spwo,C,Q,YMP,LW,7,2,8,0,0
NX-I-FGA-QTF,BKNQH,Yze Cpbftcpo,B,A,AXM,RB,3,1,1,0,0
JL-I-LFG-FRI5,BKNQF,Yze Cpbftcpo,B,G,YMP,NP,3,3,5,0,0
PF-I-VFG-FRI2,BKNFG,Spwo,D,Q,YMP,DY,5,1,4,0,0
YB-I-RGN-QTF,BKNDH,Yze Cpbftcpo,B,M,AXM,CF,1,1,2,1,0
PX-I-VMG-QTF,BKNDF,Spwo,C,Q,AXM,TB,2,1,3,0,0
WT-I-VFQ-FRI4,BKNFG,Spwo,B,Q,YMP,AX,40,6,4,0,0
NY-I-GFF-FRI2,BKNFI,Spwo,B,B,YMP,RC,18,2,4,1,0
SJ-I-UFN-QTF,BKNFI,Yze Cpbftcpo,B,P,AXM,WN,1,1,1,1,0
JL-I-VGW-FRI5,BKNQF,Spwo,B,Q,YMP,NP,3,1,2,0,0
NV-I-VHQ-RTI1,BKNRF,Yze Cpbftcpo,B,Q,PAY,RZ,3,1,1,0,0
XW-I-FHL-FRI1,BKNRG,Yze Cpbftcpo,B,A,YMP,BA,4,1,4,1,0
HS-I-UXF-FRI3,BKNDH,Yze Cpbftcpo,B,P,YMP,LW,2,2,4,1,0
PX-I-VJZ-FRI7,BKNDF,Spwo,C,Q,YMP,TB,15,2,9,1,0
JE-I-TFF-FRI2,BKNFH,Yze Cpbftcpo,C,O,YMP,NI,2,1,4,0,0
UQ-I-TFL-FRI1,BKNFG,Yze Cpbftcpo,B,O,YMP,YU,5,4,3,1,0
RC-I-VFM-FRI5,BKNDH,Spwo,B,Q,YMP,VG,2,2,1,0,0
NX-I-LJR-FRI1,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,1,1,4,0,0
UY-I-RFN-QTF,BKNFI,Hltgpo,B,M,AXM,YC,1,1,3,0,0
PX-I-VKF-FRI4,BKNDF,Spwo,B,Q,YMP,TB,3,1,2,0,0
IJ-I-DFI-QTF,BKNFH,Spwo,C,Y,AXM,MN,13,1,9,0,1
OF-I-VKK-QTF,BKNDH,Spwo,C,Q,AXM,SJ,16,3,8,0,0
Z2-I-XFF-QTF,BKNQF,Spwo,C,S,AXM,D2,4,1,3,0,0
QJ-I-FFG-FRI4,BKNQG,Yze Cpbftcpo,B,A,YMP,UN,28,5,1,1,0
SN-I-XFG-RTI5,BKNQG,Yze Cpbftcpo,B,S,PAY,WR,12,3,1,0,0
PX-I-XFH-RTI3,BKNDF,Yze Cpbftcpo,B,S,PAY,TB,3,2,2,0,1
RT-I-JFA-FRI5,BKNQG,Yze Cpbftcpo,A,E,YMP,VX,1,1,2,0,0
HN-I-KFG-QTF,BKNDF,Spwo,C,F,AXM,LR,14,4,3,0,0
XS-I-VFB-FRI4,BKNDG,Spwo,C,Q,YMP,BW,100,10,10,0,0
PX-I-VHP-FRI6,BKNDF,Spwo,A,Q,YMP,TB,1,1,2,0,0
FY-I-VFG-FRI7,BKNDG,Spwo,B,Q,YMP,JC,15,2,3,0,0
UQ-I-VGG-FRI1,BKNFG,Hltgpo,B,Q,YMP,YU,1,1,1,1,0
VY-I-VGH-QTF,BKNQG,Spwo,D,Q,AXM,LM,3,1,2,0,0
LD-I-VBZ-FRI10,BKNFI,Hltgpo,B,Q,YMP,PH,2,2,3,0,0
P7-I-WGC-QTF,BKNFF,Yze Cpbftcpo,A,R,AXM,T7,1,1,1,0,0
SB-I-LFF-QTF,BKNFG,Yze Cpbftcpo,D,G,AXM,DY,2,1,2,1,0
UG-I-XFJ-QTF,BKNDG,Spwo,D,S,AXM,EV,7,1,2,0,0
OT-I-RGT-FRI2,BKNQG,Yze Cpbftcpo,A,M,YMP,SX,1,1,1,0,0
XB-I-LFS-QTF,BKNFH,Yze Cpbftcpo,B,G,AXM,BF,1,1,2,0,0
PX-I-SGN-FRI1,BKNDF,Spwo,B,N,YMP,TB,12,4,3,0,0
YP-I-DFL-FRI4,BKNFF,Hltgpo,C,Y,YMP,CT,5,1,5,0,1
PX-I-LHO-FRI3,BKNDF,Yze Cpbftcpo,B,G,YMP,TB,1,1,3,0,0
XB-I-TFO-QTF,BKNFH,Yze Cpbftcpo,B,O,AXM,BF,3,2,2,0,0
SE-I-XFG-RTI2,BKNDG,Yze Cpbftcpo,B,S,PAY,WI,1,1,2,0,0
PF-I-QFF-QTF,BKNFG,Yze Cpbftcpo,D,L,AXM,DY,1,1,1,1,0
YB-I-AFN-QTF,BKNDH,Spwo,C,V,AXM,CF,7,2,9,0,1
HN-I-VFR-FRI3,BKNDF,Spwo,B,Q,YMP,LR,4,1,2,0,1
NY-I-XFL-FRI17,BKNFI,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,S,YMP,RC,33,2,14,1,0
HS-I-LEK-FRI2,BKNDH,Yze Cpbftcpo,C,G,YMP,LW,2,1,5,1,0
KW-I-XFJ-FRI8,BKNFI,Spwo,B,S,YMP,OA,45,6,11,1,0
NV-I-FFF-FRI4,BKNRF,Spwo,B,A,YMP,RZ,6,3,4,1,0
YP-I-LIA-QTF,BKNFF,Yze Cpbftcpo,B,G,AXM,CT,8,3,7,1,0
IY-I-UFO-QTF,BKR,Yze Cpbftcpo,D,P,AXM,MC,1,1,2,1,1
LD-I-VGM-FRI2,BKNFI,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Q,YMP,PH,2,1,2,0,1
ZP-I-VIN-FRI1,BKNFI,Hltgpo,B,Q,YMP,DT,9,1,3,1,0
SB-I-LFH-QTF,BKNFG,Yze Cpbftcpo,D,G,AXM,DY,3,1,2,0,0
JL-I-USZ-FRI8,BKNQF,Yze Cpbftcpo,B,P,YMP,NP,1,1,1,0,0
UQ-I-VFM-FRI16,BKNFG,Hltgpo,C,Q,YMP,YU,2,0,1,1,0
LD-I-IJH-QTF,BKNFI,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,D,AXM,PH,1,1,3,0,0
OF-I-LVS-RTI1,BKNDH,Yze Cpbftcpo,B,G,PAY,SJ,1,1,1,1,0
XS-I-SFL-FRI2,BKNDG,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,N,YMP,BW,20,4,8,0,0
ZU-I-KFF-QTF,BKNFG,Hltgpo,B,F,AXM,DY,12,2,5,0,0
YM-I-RFT-FRI5,BKNDG,Yze Cpbftcpo,B,M,YMP,CQ,2,1,1,0,0
JL-I-LFT-FRI11,BKNQF,Yze Cpbftcpo,B,G,YMP,NP,3,2,2,0,0
JU-I-QFF-QTF,BKNFG,Yze Cpbftcpo,D,L,AXM,AK,2,1,3,0,0
XW-I-VFY-FRI9,BKNRG,Spwo,C,Q,YMP,BA,20,2,8,1,1
XW-I-LFO-FRI1,BKNRG,Yze Cpbftcpo,B,G,YMP,BA,2,1,1,0,0
IJ-I-PHD-FRI1,BKNFH,Yze Cpbftcpo,A,K,YMP,MN,1,1,4,0,0
HN-I-VFJ-FRI11,BKNDF,Spwo,B,Q,YMP,LR,2,1,6,1,0
P7-I-SGD-QTF,BKNFF,Hltgpo,B,N,AXM,T7,2,2,2,0,0
FW-I-VFZ-FRI4,BKNDF,Hltgpo,B,Q,YMP,JA,2,1,1,0,0
FY-I-IGF-FRI1,BKNDG,Spwo,B,D,YMP,JC,2,1,3,0,0
NV-I-LGH-FRI1,BKNRF,Yze Cpbftcpo,C,G,YMP,RZ,1,1,2,0,0
SJ-I-VFE-FRI2,BKNFI,Spwo,C,Q,YMP,WN,29,3,2,0,0
UJ-I-IFG-RTI1,BKNDF,Yze Cpbftcpo,B,D,PAY,YN,2,1,1,1,0
SJ-I-VFX-FRI9,BKNFI,Spwo,B,Q,YMP,WN,5,1,2,0,0
YP-I-PIZ-FRI2,BKNFF,Yze Cpbftcpo,A,K,YMP,CT,1,1,1,0,0
GF-I-LFN-RTI4,BKNRG,Yze Cpbftcpo,B,G,PAY,KJ,4,2,1,0,0
OT-I-PIO-FRI11,BKNQG,Yze Cpbftcpo,A,K,YMP,SX,1,1,2,1,0
XW-I-LQT-FRI1,BKNRG,Yze Cpbftcpo,B,G,YMP,BA,1,1,1,0,0
XW-I-VGB-FRI4,BKNRG,Spwo,B,Q,YMP,BA,4,1,4,1,1
YZ-I-VFT-FRI5,BKNQG,Spwo,B,Q,YMP,CD,13,1,2,0,0
XU-I-DFN-FRI3,BKNFI,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,Y,YMP,BY,4,1,9,0,0
NX-I-FHV-RTI1,BKNQH,Yze Cpbftcpo,B,A,PAY,RB,1,1,1,0,1
XB-I-VFQ-RTI3,BKNFH,Yze Cpbftcpo,B,Q,PAY,BF,2,1,2,0,0
P8-I-LFI-QTF,BKNFF,Yze Cpbftcpo,C,G,AXM,T8,1,1,4,1,0
XS-I-VFC-FRI1,BKNDG,Spwo,B,Q,YMP,BW,6,2,2,1,0
S1-I-LFR-FRI4,BKNFF,Yze Cpbftcpo,C,G,YMP,W1,7,1,3,0,0
B4-I-VFK-QTF,BKNFF,Spwo,C,Q,AXM,F4,14,1,6,0,0
OT-I-VHR-RTI2,BKNQG,Yze Cpbftcpo,B,Q,PAY,SX,6,1,1,0,0
NX-I-LKG-FRI1,BKNQH,Yze Cpbftcpo,C,G,YMP,RB,2,2,4,0,0
UY-I-VFY-RTI2,BKNFI,Yze Cpbftcpo,B,Q,PAY,YC,1,0,1,0,0
FY-I-AFG-QTF,BKNDG,Spwo,C,V,AXM,JC,11,1,7,0,0
UG-I-VPD-QTF,BKNQG,Spwo,D,Q,AXM,TN,5,2,4,0,0
VF-I-IFQ-FRI2,BKNRF,Spwo,B,D,YMP,ZJ,2,2,2,0,0
NY-I-XFG-QTF,BKNFI,Spwo,C,S,AXM,RC,41,4,14,0,1
VJ-I-IFE-RTI1,BKNFH,Hltgpo,D,D,PAY,UQ,3,1,2,1,0
YP-I-FGI-QTF,BKNFF,Yze Cpbftcpo,B,A,AXM,CT,7,1,5,1,0
KW-I-VFI-FRI7,BKNFI,Hltgpo,B,Q,YMP,OA,6,1,2,0,0
OT-I-QFM-RTI1,BKNQG,Yze Cpbftcpo,A,L,PAY,SX,1,1,2,0,0
HP-I-QFG-QTF,BKNRF,Yze Cpbftcpo,D,L,AXM,RZ,1,1,2,0,0
OT-I-VHZ-FRI4,BKNQG,Spwo,B,Q,YMP,SX,9,3,5,0,0
NX-I-VKN-FRI2,BKNQH,Spwo,B,Q,YMP,RB,2,1,4,1,0
YM-I-RGL-QTF,BKNDG,Yze Cpbftcpo,A,M,AXM,CQ,1,1,1,0,1
OT-I-RGM-FRI4,BKNQG,Yze Cpbftcpo,B,M,YMP,SX,2,2,1,1,1
SB-I-XGG-FRI4,BKNFG,Hltgpo,D,S,YMP,DY,5,1,1,0,0
P8-I-VFJ-FRI3,BKNFF,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Q,YMP,T8,3,0,1,0,0
FZ-I-WGV-RTI1,BKNFG,Yze Cpbftcpo,A,R,PAY,JD,1,1,1,0,0
PX-I-VLD-QTF,BKNDF,Spwo,C,Q,AXM,TB,5,3,4,0,0
NX-I-FJN-QTF,BKNQH,Yze Cpbftcpo,B,A,AXM,RB,2,1,2,0,1
XE-I-VFP-QTF,BKNFI,Hltgpo,C,Q,AXM,BI,5,1,5,0,0
P8-I-VFF-RTI5,BKNFF,Yze Cpbftcpo,B,Q,PAY,T8,19,1,3,1,0
RK-I-PGD-FRI4,BKNDG,Yze Cpbftcpo,A,K,YMP,VO,3,1,1,0,0
SN-I-XFG-RTI3,BKNQG,Yze Cpbftcpo,B,S,PAY,WR,21,2,2,0,1
FY-I-FFM-FRI6,BKNDG,Yze Cpbftcpo,C,A,YMP,JC,15,1,6,1,0
MZ-I-VFR-FRI1,BKNFG,Hltgpo,B,Q,YMP,QD,2,1,4,0,0
RC-I-VFM-FRI3,BKNDH,Spwo,C,Q,YMP,VG,3,1,2,0,0
HN-I-HFG-QTF,BKNDF,Yze Cpbftcpo,B,C,AXM,LR,1,1,1,0,0
LW-I-VFP-QTF,BKNFF,Spwo,C,Q,AXM,PA,13,3,6,0,0
NI-I-DFH-RTI3,BKNDG,Yze Cpbftcpo,B,Y,PAY,RM,2,1,4,0,0
NX-I-LJN-RTI1,BKNQH,Yze Cpbftcpo,B,G,PAY,RB,2,1,1,0,0
KW-I-LGM-QTF,BKNFI,Yze Cpbftcpo,C,G,AXM,OA,2,1,3,0,0
HS-I-LFN-FRI1,BKNDH,Yze Cpbftcpo,B,G,YMP,LW,1,1,3,0,0
KW-I-XFJ-FRI9,BKNFI,Spwo,B,S,YMP,OA,9,3,4,0,0
ST-I-LFY-FRI1,BKNFH,Yze Cpbftcpo,B,G,YMP,WX,1,1,2,0,0
FW-I-WFN-QTF,BKNDF,Yze Cpbftcpo,A,R,AXM,JA,2,1,2,0,0
RZ-I-VFT-RTI1,BKNQF,Yze Cpbftcpo,B,Q,PAY,VD,7,4,1,1,1
SE-I-XFG-RTI3,BKNDG,Yze Cpbftcpo,B,S,PAY,WI,1,1,1,0,0
UQ-I-VFM-FRI15,BKNFG,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,Q,YMP,YU,63,7,5,1,0
HN-I-VFR-FRI2,BKNDF,Hltgpo,C,Q,YMP,LR,1,1,2,0,0
KN-I-DFV-QTF,BKNFH,Hltgpo,C,Y,AXM,OR,11,2,10,0,1
UG-I-VRF-QTF,BKNDH,Spwo,D,Q,AXM,VG,2,2,2,1,0
YP-I-RGO-FRI1,BKNFF,Yze Cpbftcpo,B,M,YMP,CT,2,1,1,0,0
UQ-I-VGH-FRI3,BKNFG,Spwo,B,Q,YMP,YU,5,3,1,0,0
GF-I-VIK-QTF,BKNRG,Spwo,B,Q,AXM,KJ,6,1,2,0,0
NX-I-WID-QTF,BKNQH,Hltgpo,A,R,AXM,RB,1,1,4,0,0
ZP-I-VIY-QTF,BKNFI,Spwo,B,Q,AXM,DT,5,1,5,0,0
ST-I-SFJ-RTI1,BKNFH,Yze Cpbftcpo,A,N,PAY,WX,3,2,2,0,0
SE-I-VFN-QTF,BKNDG,Hltgpo,C,Q,AXM,WI,7,2,6,0,1
NX-I-VKU-FRI1,BKNQH,Hltgpo,B,Q,YMP,RB,1,1,3,0,0
SJ-I-FFX-FRI1,BKNFI,Yze Cpbftcpo,B,A,YMP,WN,4,1,1,0,0
P8-I-VFM-FRI3,BKNFF,Spwo,B,Q,YMP,T8,7,2,2,0,1
ZP-I-VIJ-RTI1,BKNFI,Yze Cpbftcpo,B,Q,PAY,DT,3,1,1,0,0
FJ-I-UFG-FRI1,BKNRG,Yze Cpbftcpo,B,P,YMP,JN,8,4,1,0,0
KW-I-LGO-QTF,BKNFI,Yze Cpbftcpo,C,G,AXM,OA,1,1,4,0,0
PX-I-VKZ-FRI3,BKNDF,Spwo,C,Q,YMP,TB,11,2,8,0,1
YB-I-LHO-RTI2,BKNDH,Yze Cpbftcpo,B,G,PAY,CF,16,3,1,0,1
PX-I-IGY-FRI1,BKNDF,Hltgpo,B,D,YMP,TB,1,1,1,0,0
XU-I-LYV-FRI7,BKNFI,Yze Cpbftcpo,B,G,YMP,BY,12,1,3,1,0
UQ-I-VFA-FRI3,BKNFG,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Q,YMP,YU,1,1,6,0,0
XS-I-SFM-QTF,BKNDG,Hltgpo,B,N,AXM,BW,4,2,5,1,0
NX-I-VJS-FRI5,BKNQH,Spwo,B,Q,YMP,RB,4,1,1,0,0
NX-I-FGT-FRI4,BKNQH,Yze Cpbftcpo,B,A,YMP,RB,7,1,4,0,0
GW-I-VFV-FRI5,BKNDF,Hltgpo,B,Q,YMP,KA,2,1,2,0,0
NI-I-VFJ-RTI4,BKNDG,Yze Cpbftcpo,B,Q,PAY,RM,9,2,1,0,0
FZ-I-LFQ-FRI2,BKNFG,Yze Cpbftcpo,B,G,YMP,JD,1,1,1,0,0
NS-I-VFH-RTI1,BKNDG,Yze Cpbftcpo,B,Q,PAY,RW,28,7,2,1,0
YM-I-RFT-FRI3,BKNDG,Yze Cpbftcpo,B,M,YMP,CQ,1,1,1,0,0
UQ-I-TFG-FRI1,BKNFG,Yze Cpbftcpo,C,O,YMP,YU,4,2,3,0,0
XS-I-SFL-FRI4,BKNDG,Hltgpo,B,N,YMP,BW,5,3,5,0,1
OF-I-VKH-QTF,BKNDH,Hltgpo,B,Q,AXM,SJ,3,2,3,0,1
RC-I-VFN-RTI3,BKNDH,Yze Cpbftcpo,B,Q,PAY,VG,4,1,1,0,0
RT-I-XFD-RTI13,BKNQG,Yze Cpbftcpo,B,S,PAY,VX,44,5,1,0,0
GW-I-TFF-RTI1,BKNDF,Yze Cpbftcpo,B,O,PAY,KA,1,1,1,0,0
PX-I-LIQ-QTF,BKNDF,Spwo,C,G,AXM,TB,2,1,7,0,0
FJ-I-XFH-QTF,BKNRG,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,S,AXM,JN,83,8,13,0,0
P8-I-VFO-FRI3,BKNFF,Hltgpo,B,Q,YMP,T8,4,1,4,0,0
IB-I-VFJ-QTF,BKNFH,Spwo,D,Q,AXM,NW,4,1,6,0,0
OT-I-RGH-RTI2,BKNQG,Yze Cpbftcpo,A,M,PAY,SX,1,1,3,0,0
NX-I-FJK-QTF,BKNQH,Yze Cpbftcpo,B,A,AXM,RB,1,1,1,0,0
XW-I-VGU-FRI7,BKNRG,Spwo,B,Q,YMP,BA,50,3,4,1,0
OT-I-UGN-FRI2,BKNQG,Yze Cpbftcpo,B,P,YMP,SX,4,1,1,0,0
JL-I-RFS-QTF,BKNQF,Yze Cpbftcpo,A,M,AXM,NP,3,2,2,0,0
YP-I-UGR-FRI3,BKNFF,Yze Cpbftcpo,B,P,YMP,CT,3,1,1,0,0
FY-I-IFA-FRI1,BKNDG,Hltgpo,B,D,YMP,JC,8,1,2,1,0
OT-I-JGH-FRI3,BKNQG,Yze Cpbftcpo,A,E,YMP,SX,1,1,1,0,0
PX-I-DFC-QTF,BKNDF,Spwo,C,Y,AXM,TB,7,1,11,1,1
IB-I-VFR-FRI2,BKNQG,Spwo,D,Q,YMP,UN,3,1,3,1,0
SU-I-VFF-RTI1,BKNDG,Hltgpo,B,Q,PAY,WY,2,1,1,1,0
SJ-I-VGR-FRI2,BKNFI,Spwo,C,Q,YMP,WN,33,2,4,0,1
SB-I-DFI-FRI1,BKNFG,Hltgpo,D,Y,YMP,DY,2,1,3,0,1
XW-I-VIQ-FRI1,BKNRG,Spwo,B,Q,YMP,BA,6,3,6,0,0
KN-I-LFH-FRI3,BKNFH,Yze Cpbftcpo,B,G,YMP,OR,1,1,2,0,0
NI-I-VFL-FRI10,BKNDG,Hltgpo,B,Q,YMP,RM,4,2,1,0,0
OF-I-VKL-FRI1,BKNDH,Spwo,C,Q,YMP,SJ,15,3,7,0,1
LW-I-VGK-RTI7,BKNFF,Yze Cpbftcpo,B,Q,PAY,PA,1,1,1,0,0
YP-I-VHZ-FRI1,BKNFF,Spwo,B,Q,YMP,CT,1,1,1,0,0
JL-I-VKE-FRI1,BKNQF,Spwo,C,Q,YMP,NP,5,3,2,0,0
WT-I-VFV-QTF,BKNFG,Spwo,B,Q,AXM,AX,10,1,3,0,1
NX-I-VKR-FRI6,BKNQH,Spwo,B,Q,YMP,RB,4,1,4,0,0
HN-I-LHI-QTF,BKNDF,Yze Cpbftcpo,B,G,AXM,LR,1,1,1,0,0
OT-I-XFH-QTF,BKNQG,Spwo,C,S,AXM,SX,189,13,12,0,1
OF-I-LWF-QTF,BKNDH,Yze Cpbftcpo,B,G,AXM,SJ,4,1,3,0,0
PX-I-VJT-FRI13,BKNDF,Spwo,C,Q,YMP,TB,15,3,4,1,0
OF-I-LUE-RTI1,BKNDH,Yze Cpbftcpo,B,G,PAY,SJ,1,1,1,1,0
YM-I-JFT-FRI4,BKNDG,Yze Cpbftcpo,A,E,YMP,CQ,1,1,1,0,0
YM-I-WGQ-RTI1,BKNDG,Yze Cpbftcpo,A,R,PAY,CQ,1,1,1,1,0
GW-I-VFW-FRI3,BKNDF,Hltgpo,B,Q,YMP,KA,2,1,1,0,0
GJ-I-LES-FRI6,BKNFI,Yze Cpbftcpo,B,G,YMP,KN,2,1,3,0,0
XS-I-FFO-FRI2,BKNDG,Yze Cpbftcpo,C,A,YMP,BW,11,1,8,0,1
UJ-I-VFA-RTI3,BKNDF,Yze Cpbftcpo,B,Q,PAY,YN,1,1,1,0,0
MZ-I-TFF-QTF,BKNFG,Yze Cpbftcpo,C,O,AXM,QD,3,3,4,0,0
SA-I-VFK-QTF,BKNDG,Hltgpo,D,Q,AXM,RM,7,2,3,0,0
YP-I-WGH-FRI1,BKNFF,Yze Cpbftcpo,A,R,YMP,CT,1,1,1,0,0
HN-I-HFF-FRI7,BKNDF,Yze Cpbftcpo,B,C,YMP,LR,3,2,1,0,0
JL-I-LFF-FRI10,BKNQF,Yze Cpbftcpo,B,G,YMP,NP,5,1,2,0,0
ST-I-TFR-FRI2,BKNFH,Yze Cpbftcpo,B,O,YMP,WX,1,1,2,1,0
NI-I-VFJ-FRI10,BKNDG,Hltgpo,B,Q,YMP,RM,4,1,2,0,0
IG-I-VFG-RTI1,BKNDG,Yze Cpbftcpo,D,Q,PAY,RM,6,2,1,0,0
GW-I-LFV-QTF,BKNDF,Yze Cpbftcpo,B,G,AXM,KA,4,1,3,0,0
PX-I-VHD-FRI12,BKNDF,Spwo,B,Q,YMP,TB,1,1,2,0,0
JL-I-LHX-QTF,BKNQF,Yze Cpbftcpo,B,G,AXM,NP,2,1,3,0,0
HS-I-VHY-FRI3,BKNDH,Spwo,B,Q,YMP,LW,5,1,3,1,0
OF-I-SHI-QTF,BKNDH,Hltgpo,B,N,AXM,SJ,1,1,1,0,0
PX-I-VKS-RTI1,BKNDF,Yze Cpbftcpo,B,Q,PAY,TB,2,1,1,0,0
UP-I-LFN-RTI2,BKNQH,Yze Cpbftcpo,B,G,PAY,YT,2,1,1,0,0
IJ-I-TFK-FRI3,BKNFH,Yze Cpbftcpo,B,O,YMP,MN,2,1,2,0,0
JR-I-LFG-QTF,BKNQF,Yze Cpbftcpo,D,G,AXM,JO,1,1,2,0,0
HS-I-IFX-FRI1,BKNDH,Spwo,C,D,YMP,LW,2,1,4,0,0
NX-I-XUI-RTI5,BKNQH,Yze Cpbftcpo,B,S,PAY,RB,12,1,1,0,0
SG-I-DFH-FRI3,BKNFG,Hltgpo,D,Y,YMP,DY,3,2,2,0,1
OT-I-PIN-FRI4,BKNQG,Yze Cpbftcpo,A,K,YMP,SX,1,1,1,0,0
OF-I-DGS-QTF,BKNDH,Spwo,C,Y,AXM,SJ,19,2,8,1,0
HJ-I-UFG-FRI1,BKNDG,Yze Cpbftcpo,B,P,YMP,LN,1,1,5,1,1
GJ-I-VFD-FRI8,BKNFI,Spwo,B,Q,YMP,KN,4,2,1,0,1
YM-I-UFH-FRI1,BKNDG,Yze Cpbftcpo,B,P,YMP,CQ,1,1,1,0,0
S4-I-HFG-QTF,BKNFF,Yze Cpbftcpo,B,C,AXM,W4,1,1,2,0,1
FJ-I-VFR-RTI1,BKNRG,Yze Cpbftcpo,B,Q,PAY,JN,5,1,1,0,0
YP-I-IGC-FRI5,BKNFF,Hltgpo,B,D,YMP,CT,1,1,1,1,0
YB-I-HFE-FRI1,BKNDH,Yze Cpbftcpo,B,C,YMP,CF,1,1,2,0,0
